ID,Text,Offensive,HateSpeech,Vulgarity,Violence
4829,"بيليا️بعد ان ضاع مع نوتيلا
يجد نفسه مع غاتوزو
ويؤدي نفس ادوار رينو في ميلان زمان URL",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4830,@USER إنتا كده قاعد تأكد ليهم الموضوع,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4831,"#انا_مش_حتجوز_علشان
 الاطفال وازعاجهم ورخامتهم اللي ما بتخلصش ‍♀️ URL",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4832,@USER ربابه ايه و اغاني ايه فالهم ده عالصبح  URL,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4833,@USER انتم لولا حمايه الروسي الشيوعي الملحد ودعم النتنياهو  ياجيش ابوشحاطه كان. احرار سوريا الشرفاء اكلوكم وخلصوا عليكم من زمان لما حجروكم علي الساحل  ياعيال الخنزيره  . جيش الكبسه لو التفت عليكم مسح فيكمالبلاطه,OFF,HS1,NOT_VLG,NOT_VIO
4834,مدري ليه اتضايق اذا احد قام يعطس قدامي احس بمرض على طول,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4835,@USER غالي هو دزليل المسعد,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4836,افا ي بنات !!! وانا اقول البنات شحليلهم مايتخرفنون ثقال  طلعتو اخس من العيال! #بايع_الكليجا URL,OFF,HS6,NOT_VLG,NOT_VIO
4837,@USER يععععععععع,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4838,"اشيلج من عناقيصج اوديج برع؟؟؟
- اي وتهز راسها وتطلع لسانها
كيووت️ URL",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4839,"RT @USER الهندي قاعد يثبت للمعزّب إن الخروف صار صديقه حتى ما يذبحه 
.
والله لو ابمحلك لاخليه له حنوون المسكين  URL",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4840,"#تضرر_معلمي_من_حذف_رغباتهم 
 بِسْم الله على رغباتي 
 أستودعتهم الله الذي لاتضيع ودائعه .",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4841,"جليلين الحيا وش تبون بالرجال تصورونه 
والله لو انه اخر رجال م سوينا اللي سويتوه 

 #بايع_الكليجا",OFF,NOT_HS,NOT_VLG,NOT_VIO
4842,@USER مالومهم امحق حب ..بس غصب عليك بتحبني لو انا بدار المسنين يالجيكر,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4843,ضغطي تو ٦٠٠,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4844,ترا الموضوع ماهو مزايدات بين البنات والاولاد انتوا تغزلتوا فالهنديه وغيرها يعني لازم البنات يتغزلوا فبايع الكليجا سلامات؟!! فيه شي اسمه حياء وغض بصر للجنسين الله يثبت علينا العقل والدين من جد الامه في انحدار للاسف#بايع_الكليجا,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4845,جابوه حريم السلطان اللي منتشرين بينا URL,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4846,RT @USER انا بنت بس اشهد معكم بذا الهاشتاق جد ان البنات خرفانننن,OFF,HS6,NOT_VLG,NOT_VIO
4847,RT @USER كم مره شريتي كليجا من الجنادريه  URL,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4848,اللي يرفع ضغطك انهم متجنسات ويطالبون على انهن سعوديات وسب وشتم واحتقار سلامات ؟؟!! أتمنى مراقبة وتتبع حساباتهم وسحب الجنسيه السعوديه منهم روحي طالبي في بلدك اللي تبينه   #سعوديه_الاصل_و_المنشا,OFF,HS1,NOT_VLG,NOT_VIO
4849,"@USER ليه تستاهل !!! ماضرّت حد ضررها ع نفسها  ايش دخلكم ب اللي بينها وبين ربها ؟ 
اعوذ بالله من بعض البشر صاروا ماخذين وضعية الله و يحاسبون الناس ع افعالهم",OFF,NOT_HS,NOT_VLG,NOT_VIO
4850,"@USER انا مدعي عليه ادعيله
يكون له شأن مثل أصحاب الكهف",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4851,RT @USER انا باقي بطل بيتفول  URL,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4852,"RT @USER اختي الصغيرة بعد ما حفظناها سورة المرسلات كل ما تشوفنا ناكل تقول""كلوا وتمتعوا قليلا انكم مجرمون
ما احنا الله يصرف بليسش ما…",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4853,وقح!! و مقرف لأي درجه من الانحطاط وصلو لها..؟؟ URL,OFF,NOT_HS,NOT_VLG,NOT_VIO
4854,@USER لا هو الي بيموت باذن الله,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4855,"RT @USER الجـن قامـت فـوق راسـي تناطط
وبليس مغويني يسن السكاكين

لاشفت بعض الناس راعي مهايط
ودك تقص من اللغاليغ مترين

""",OFF,NOT_HS,NOT_VLG,VIO
4856,@USER هؤلاء هم عملاء الصهاينه العسكر الجدد… الخسيسي يستعمل مطارات العدو الصهيوني لقتل ابناء شعبه الآن… عجز الصهاينة وهروبهم من ساحات القتال شجع هؤلاء الخونة على قتل شعوبهم بالنيابة عنهم  URL,OFF,HS1,NOT_VLG,NOT_VIO
4857,@USER احسب,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4858,"@USER وانت مال أهلك ,قلبك علينا  ما تشوفي بلدك",OFF,HS1,NOT_VLG,NOT_VIO
4859,البيت كله صلو ع النبي خرشهم عز#حياتك23,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4860,@USER كلام فاضي,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4861,@USER كل خراك يالسعودي مسويلي فيها انك قطري يالهيس,OFF,HS1,NOT_VLG,NOT_VIO
4862,"RT @USER بردت قلوبنا  على هالمتخلف  وكلامه عن المرأه
 #افضح_معنفك URL",OFF,NOT_HS,NOT_VLG,NOT_VIO
4863,@USER ربي ترحمها  ويصبركم,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4864,@USER لا ممنوع الا ذا,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4865,@USER استفراغ,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4866,"@USER 
 بالضبط يبن موزه كلمات هتلر  وكأنه يقصد طميم الذل
الذي جعل موطنه وشعبه مذله تحت اقدام المجوووس والاتراك المحتليين لارضه
وتحكم بيد عزمي بشاره ومفتيكم القرضاوي ☺️☺️ URL",OFF,HS1,NOT_VLG,NOT_VIO
4867,القلب داب والله !!,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4868,"السلطان مو فالح غير بسحب السيف ولا بيقطع عرق ولا بسيح دم زى ما بيقولوا فكونا منه ما بيصير شي لارطغرل. 
#DirilişErtuğrul URL",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4869,@USER يهمك تعرف اخبار الغنم حالكم مثلهم لكل خائن خلك في الشبك يا  URL,OFF,NOT_HS,NOT_VLG,NOT_VIO
4870,"RT @USER الهندي قاعد يثبت للمعزّب إن الخروف صار صديقه حتى ما يذبحه 
#مافي يذبح URL",OFF,HS1,NOT_VLG,NOT_VIO
4871,"#سعوديه_الاصل_و_المنشا
في استفهام بعقلي الحكومة ع ايش تعطي الممرضات السعوديات رواتب كل ما اجي الطواري فاردات مكاويهم ع الكراسي ويقلبوا بجوالاتهم والفلبينيات زي النحل يلفوا ع المرضى .ماتسمع ضحكهم الا اذا جاء خويهم وواوو الكيوت ويبدأو يتميلحوا ويضحكوااتفوو",OFF,HS1,NOT_VLG,NOT_VIO
4872,@USER ايييي مشالله حييل ( نزفزتيني ),NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4873,"بدل ماتمشي تبص ع بنات الناس امشي بص ف الارض يمكن تلاقي
مشبكين لأمك",OFF,NOT_HS,NOT_VLG,NOT_VIO
4874,"RT @USER اوعى كلام الناس يوجعك فتعمل بيه... 
اسمع كلام الناس من هنا ومن هنا ارميه... 
واللى يعاملك وحش اوعى تعامله بيه... 
ا…",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4875,#بايع_الكليجا مره اوفر البنات اللي يصورون ويتجمعون عنده سلامااااات وش ذا  رموا الدين والحيا والعادات عرض الحيط  الله يعافينا مما ابتلاهم الخفيفات,OFF,HS6,NOT_VLG,NOT_VIO
4876,"#حب_الانتر_نت_صدق_او_كذب
الححب موجود سواء عن طريق النت او غيره 
لكن رحلوا الاوفياء  ... 
بقي عندنا الاشكال الي يسسعدهم معرفة لون اللبس الداخلي لفتاة مجهولهه 
وتف على اللي تصدق الخرابيط وتقول حبيبي غير
 الله ياخدك انتي وياه",OFF,NOT_HS,NOT_VLG,NOT_VIO
4877,@USER طيب جبهتيي URL,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4878,@USER 28000 تذكره انباععت كرممال السسومه اخرتها ممافي تيفو تففو ععليك وععلى منن ححطك للرابطه .,OFF,NOT_HS,NOT_VLG,NOT_VIO
4879,@USER قسم الكلام ذا طالع وانا مقهور من ذا العينات القذرة .,OFF,NOT_HS,NOT_VLG,NOT_VIO
4880,@USER ياكبرها عند الله الزيدي اسطوره,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4881,"@USER أذكرها 

كنت أدعمه لكن واضح ما فيه طب و ينضم لحزب الفريدي بالنسبه لي",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4882,فعلا لا ولن أسمح لهم URL,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4883,ههههههههههههههههههههههههههههههههههههههههههههه الاهلي كيدا  URL,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4884,"_

ينكسر #الزجاج فينتهي الصوت بسرعة 

وتبقى قطع الزجاج #تجرح من يلمسها 

كذلك #الكلام الجارح ينتهي 

ويبقى #القلب يتألم طويلاً .. URL",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4885,"مريم نامي عشان نروح مبجر .. فاطميه قعديني معاج .. اقعد و ابدل و اطلع بس مريم ماقعدت اروح لها البيت اسوي زلزال  (@ Andalous in Al-Andalus, Al Asimah) URL",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4886,@USER كأنها قليل زوديها شوي بحبحي يدك,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4887,@USER بالله هذا شي يضحكك,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4888,جاني النوم,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4889,ليته يبيع حبحب  URL,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4890,@USER ولعنه تلعنك يوم تتكلم عن السعودية والسعوديين وتسوي فتنه انفلو,OFF,NOT_HS,NOT_VLG,NOT_VIO
4891,"#بايع_الكليجا بعض المتخلفين فكرياً الي فاهمين التحضر والتطور انه قلة حياء وانحلال خلقي وديني وانه شيء طبيعي الي سووه البنات ويقارنون بحوادث حدثت من اشباه رجال امثالهم واشتغلو بالهشتاق ""مسوقين لبايع الكليجا""  
عيب عيب عيب وشيء مقرف توصلون للمرحله هذي
(افهموها).",OFF,HS6,NOT_VLG,NOT_VIO
4892,لازم تعكر المزاج,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4893,سكنتههه فييي عينيييي وشلتههه وعمرررييي والله ما زعلتهه,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4894,@USER تم,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4895,"@USER انت حتى الاسماء ماعرفت تنطقها وجاي تتمسخر على البنات ؟
على الاقل يعرفون ينطقون يعرفون كيف يحللون .. مااستخفوا دمهم مثلك ومثل وجهك الغثيث اللي يجيب حومة الكبد ..
 بعدين استرجل ياللي تحب الكورة يالفلة انت",OFF,HS6,NOT_VLG,NOT_VIO
4896,جهاد حياتي كله يوم الاثنين,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4897,@USER الله يقرفهم,OFF,NOT_HS,NOT_VLG,NOT_VIO
4898,@USER بيستفرغ بفمه,OFF,NOT_HS,NOT_VLG,NOT_VIO
4899,في فرق وكبير بين طيبه وضعف والغباء وفي الناس بتجلطتني بل الغباء والضعف إلى عندهم لدرجه نفسي امسكهم واضربهم ضرب لين اشفي غليلي,OFF,NOT_HS,NOT_VLG,VIO
4900,@USER من بقارتك,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4901,"#بايع_الكليجا 

المقطع + التاق أوووووووووفر",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4902,"@USER وتسبدي
لاعادت من طاري اللي انصفعنا ولا حد سمى علينا 
سنة البوهه",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4903,RT @USER ههههههههههههههه واحلى اقتباس لقفزة الضفدع رتويت ياشباب ههههههههههه للضحك URL,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4904,عيبوالله  URL,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4905,@USER إن شاء الله تخرب أبراج برشلونة.. عشان تحسون باللي نحسه,OFF,NOT_HS,NOT_VLG,NOT_VIO
4906,@USER فينك من امبارح ي,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4907,@USER سبب * التعميم لغة الجهلا,OFF,NOT_HS,NOT_VLG,NOT_VIO
4908,@USER حمدالله والشكر بس من هلحين حمقي,OFF,NOT_HS,NOT_VLG,NOT_VIO
4909,"أقوى شي يسد النفس 
تجلس مع واحد ياكل تمر 
ويمصمص أصابعه
ويرجع يقلب التمر و ينقي
 و يقولك :
شفيك ما تهبش ...
هبشك كيبل كهرباء

 #بايع_الكليجا",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4910,@USER مجنسة,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4911,@USER و علي وجه,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4912,@USER ليه التحجيم هذا يا اخي قول اللهم افرحنا بس ، هو يفرحك على قدره جلاله لا على قدر دعوتك,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4913,"#جراحة
#لجنة_عليا_جراحة
#لجنة_عليا_مستشار_الجراحة
#لجنة_عليا_أشعة_بالصبغة 
أنا مش عارف البلد الخرة دى عايزة من الواحد أى !!!!",OFF,NOT_HS,NOT_VLG,NOT_VIO
4914,يااقلبي لا تحززنننن️️️ URL,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4915,"لصاحب #الهاشتاق  

#تميم_قايدنا_وحمد_عدونا 
.

 طول بالك معي
.
هناك معادله بسيطة يجب ان تفهمها انت و #الشعب_القطري_الحر 

المعادلة تقول :

ضفعة الاخوان #تميم + ضفعة اليهود #حمد

 الناتج =  #بابا_عزمي #شريفة #العصملي

#مهم_جدا بتجيكم في الاختبار اخر سنة ٢٠١٨ لا تنسونها",OFF,HS3,NOT_VLG,NOT_VIO
4916,RT @USER ولأنك قدمتي لي الكثير  URL,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4917,#صلاه_الجنازه_القادمه_انت مو كذا النصيحه يالله صباح خير,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4918,"إني أحبك رغم أنف قبيلتي و مدينتى و سلاسل العادات ، لكنني أخشى اذا بعت الجميع تبيعني .. 
فأعود بالخيبات.
صباح الخير وخلاص..",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4919,@USER طيب معلاهش   بقا,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4920,"خلاصة اليوم اللي ضاع علي الريبورت ده 
الاهتمام مبيتطلبش 
@USER 
Phytochemistry",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4921,@USER العمى شو نوري ما إلك قلب تصرف بنزين  تغدا لحالك,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4922,توني مخلص المنيشن تشامبر,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4923,@USER حتى الحب حرمتوه,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4924,@USER اقول انثبرو مو كل وحده تروح عشان رجال,OFF,NOT_HS,NOT_VLG,NOT_VIO
4925,"يالله صباح خير لا شر فيه  اعتقد انتهينا من نظام تدور الشهرة على ظهور البنات من عهد ابراهيم صالح ناهيتكم عن الاسلوب الوضيع بالطرح وكأنه اسلوب...
بالله فكونا تكفون من هالأشكال وبعد يومين تصايحون علينا تريند ""حملة تبليك مشاهير وجعلتوا من الحمقى مشاهير!!"" URL",OFF,HS6,NOT_VLG,NOT_VIO
4926,"RT @USER بعض الناس مثل توقيعي️

كل #يوم شكل 

ههههههههههههههههههههه

#درب_الصداقه_للدعم #قروب_التايب_للدعم #قروب_جنون_للدعم1 #قروب…",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4927,@USER اذا ذهب الحياء حلا البلاء,OFF,NOT_HS,NOT_VLG,NOT_VIO
4928,صباح الغيـره على الجو من كلّ شخص مداوم,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4929,مفيش كرامة URL,OFF,NOT_HS,NOT_VLG,NOT_VIO
4930,@USER هنا x-y=0 ولوا طبقنا ع المثال السابق ايضا نجد المقام صفر ... اعتذر عن التاخير بس وجت حل هالمسالة وتذكرتها وطبقتها ع المثال السابق ... الخطا الرياضي في القسمة الاخيرة لي المسالتين  URL,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4931,"RT @USER هاندان ما ترحم تسدد ضربات قاصفة ولا أحد همها .
#SiyahBeyazAşk URL",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4932,ابثرتونا بحق الكليجه الله ياخذكم,OFF,NOT_HS,NOT_VLG,NOT_VIO
4933,@USER واااااع وااااع,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4934,"#بايع_الكليجا

الله يقطع بليس البنات أحرموني من الروحة للجنادرية گنت باروح لأني أحلى منه بتگة أو تگتين ولا أتوگل ع الله وادق اللطمة بس",OFF,HS6,NOT_VLG,NOT_VIO
4935,"RT @USER ابو صالح متزوج الثانيه بالسر
كلما اتصلت عليه
الثانيه
ام صالح تشيل الجوال وتحطه
بالشحن
ليشششش؟؟؟
مسمي الثانيه
البطاريه منخفضة…",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4936,@USER قانون دولي,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4937,@USER فشلتونا وش الجفاف اللي فيكم,OFF,NOT_HS,NOT_VLG,NOT_VIO
4938,"قسم بالله شكلو عاااادي جدداااااا 
مو لدرجة الوساامه
ياخروفاااات

#بايع_الكليجا",OFF,HS6,NOT_VLG,NOT_VIO
4939,@USER ليتك ما شاركت,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4940,@USER تعرفين انتي,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4941,اتحدى احد فيكم يكمل لاخر الفيديو اذا ماحس انه بيرجع انا مافهم شي  URL,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4942,"#بايع_الكليجا

هذا إنتوا وهاشتاقاتكم التافهة كل شوي توصلونها للترند ، بدال هالسخافة هذه روحوا ثقفوا أعماركم في علم ينفع طاح حظكم بلا طاح",OFF,NOT_HS,NOT_VLG,NOT_VIO
4943,@USER شكله زي,OFF,NOT_HS,NOT_VLG,NOT_VIO
4944,"@USER وربي المخرج يوتر الواحد زي الاهلي  
ايش يصبرنا الين يوم الاربعاء",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4945,"@USER 

الله يعينكن ع هالفترة اللي ما رح تطلعن منها الا مكتئبات",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4946,@USER ف المحل,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4947,@USER من الله,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4948,@USER ما شاء الله جميل بس نحيف وع ‍♂️,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4949,@USER تطمني محد درى عنك,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4950,"RT @USER ليش خركي يحكني ليش ليش 
تبي تشوفه كيف ينبض اعمل رتويت  URL",OFF,NOT_HS,NOT_VLG,NOT_VIO
4951,RT @USER محسستني اني اللي ميته عليه الحين يعني,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4952,من ٢٥سنة صار مصروف ملايين الملايين من أجل تحسين وضع الكهرباء  وحتى الآن لا زلنا في عتمة السياسة والسياسيين مع العلم ان  كان لازم تم بناء عدة معامل وللأسف ما تم سوى ما نسمع به عن استئجار  بواخر  وصرف الملايين #ليش_ما_في_كهربا,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4953,@USER مبسوطين وانت تنابح على الاقل تونسونا شكلك نسنان,OFF,NOT_HS,NOT_VLG,NOT_VIO
4954,#سعودياتxنطلبxاسقاطxالتعدد٦٠٠  لا فين اسقاطو!! المفروض تقنينو بمعنى لو في زوج عندو مايثبت ان زوجتو ماتخلف او قارفه اهلو فحياتو ومن هالاسباب المنطقيه ( فخليه يعدد) اما جالو كم ريال وقال بتزوج ولا كبر وحب يجدد شبابو(ربنا ياخذو) فهنا يرفضو يزوجوه,OFF,NOT_HS,NOT_VLG,NOT_VIO
4955,RT @USER واتوقع بجي يوم بيتخلون عنكم وتصبحون مثل الكلاب في الخارج URL,OFF,NOT_HS,NOT_VLG,NOT_VIO
4956,مع أني من صغري أشجع بوكاجونيورز لكني لا أكره الغريم التقليدي ريفربليت وأتمنى عودتهم باسرع وقت، للأسف أكثر المشجعين بلا أخلاق وكرهونا في كرة القدم  URL,OFF,HS3,NOT_VLG,NOT_VIO
4957,وسامة الراجل بتعديه برضه زي جمال الست بالظبط...تخيلوا أحمد عز مثلا بدون وسامته...يالهوووووي...,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4958,@USER تستاهل انك ما تقاسمني منه,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4959,"@USER بعدي والله 
وين هالغيبات",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4960,"عمى بعينك انتي وياها يا قليلات الادب فصختوا الحياء عشانه حلو 
طيب وحلو وبعدين لو كان الولد متزوج او خاطب او مملك وخرب بيته بسبتكم وش بتسون؟
 مخفات قسم بالله ما فيه لا حياء ولا تربيه  URL",OFF,HS6,NOT_VLG,NOT_VIO
4961,"RT @USER #المصري_يحتاج
مصر مخطوفة  
وبتحكمها عصابة قذرة",OFF,NOT_HS,NOT_VLG,NOT_VIO
4962,@USER قلة حياة والله الولد مستحي وهن باقي شوي ويغتصبه,OFF,HS6,NOT_VLG,NOT_VIO
4963,الي بحسابي تطلع لفقع وجهااا,OFF,NOT_HS,NOT_VLG,VIO
4964,اتخيلو الناس الفي الفيسبوك البقولو انا احلى كده ولا كده  احتلو التويتر الوضع حيكون كيف  URL,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4965,@USER يعلايصدقون نفسهم قسم الفراشات والغوازي,OFF,HS6,NOT_VLG,NOT_VIO
4966,@USER لو سمحتي لاتحطين عينك عليه‍♀️,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4967,"RT @USER #الجدي
اذا بتجي تتصل وهي بنص الطريق؟ 
وتقولك ترى قريبه (مادري ليش )
واذا مابتجي تسحب بعدين  تقولك ترى طالعه المكان الفلاني …",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4968,حط هدفك قدام عنيك واستموت عليه واوصل وحققة حتي لو مين وقف قدامك  URL,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4969,"@USER خلاص انت بس هتعيد السنه معانا عشان ده معناه رسبت في الامتحان 
وهيخلي البابا يقطع عليك المصروف 
مابدها محاكم ...الذيب بيحاول يزرع الفتنه بينا",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4970,@USER لا منتحلهه شخصيتهااا,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4971,@USER افا ياسرحان,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4972,"@USER يملا الوجع راااح الحياء 
 الله يعافيهم ولا يبتلينا",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4973,"اظن الرساله وصلت
المسدج وصل  URL",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4974,@USER لاوصيك ي السفاحه,OFF,NOT_HS,NOT_VLG,NOT_VIO
4975,RT @USER من الاخر اذا سييرا راح احلمو نجيب شي الموسم القادم,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4976,@USER ههه,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4977,"@USER اوف يا شرير! 7 و 8 افضل لعبتين عندي بالحياه 

بدك نصيحتي يا فهد؟ اسحب على الريميك و العب الاصليه، لانه التجربتين (بغض النظر عن اذا في فرق كبير بالمستوى او لا بالنسبة لك) راح تكون مختلفه جداً هذا شي اكيد! 

لكن مع الاصليه ما اظن انك بتندم، الاخراج حتى بمعايير دحين ما زال عظيم",OFF,NOT_HS,NOT_VLG,NOT_VIO
4978,@USER التم المتعوس على خايب الرجا فعلآ كل ساقط له لاقط,OFF,NOT_HS,NOT_VLG,NOT_VIO
4979,عبدالاله مالك شغل انقل له الكلام هو يتصرف,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4980,@USER كمان بتمعلشني,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4981,@USER السوق الرسمية مافيه تذاكر منين تجبون تذاكر,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4982,@USER م لقيتي الا خالد,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4983,@USER يا بنت الحلال وش دراك انه تاجر وبعدين المسكين يترك شغله عشانه حلو! اهم شيء الله يعلم بنيته والله يرزقه ويرزق بعض هالبنات بعض من الحياء,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4984,@USER هذي ال URL,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4985,@USER ارسلي الرابط حرقوا راس العدو,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4986,@USER لا لا الوضع زاد عن حده ‍♀️,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4987,"سنابات تواميه 
وضحك ونكت وانا اخر من يشوفها!
الله ياخذ زين☹️

 URL",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4988,طاع شلون يمشي  URL,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4989,@USER أول كنا نقول فيه من الشباب خرفان وما ندري أن فيه من البنات نعاج,OFF,HS6,NOT_VLG,NOT_VIO
4990,"الشاكوش اذا سأل عن البنت تسميه نشبه والمز اذا سأل عنها تسميه مهتم فيها
 #حب_الانتر_نت_صدق_او_كذب",OFF,NOT_HS,NOT_VLG,NOT_VIO
4991,من ثاني جلسه في المحكمه اذا ماحضر الزوج توقف خدماتها وثالث جلسه اذا ما حضر تطلق غيابياً ويدفع كل حقوقها وياخذ جزاه بلا كذاب  يمكن الحرمه مهجوره مارجعت للمحاكم  ؟ #مهجوره_اربع_سنه_اريد_فك_قيودي,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4992,وش ذا اليوم الثقيل الدم,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4993,"@USER فرحت لاه
الموضوع فيه عيش ولحم",NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
4994,@USER ايه المشكله البنات ماعاد يستحن هذا الي قاهرني  يعني ماتربو ولا كذا تربيتهم,OFF,HS6,NOT_VLG,NOT_VIO
4995,يع خلاص ما ابي المس حقات المصعد  ، وجع . URL,NOT_OFF,NOT_HS,NOT_VLG,NOT_VIO
