Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong,translated_tweet
49. Prabowo dan gerombolannya tidak mampu menandingi USER dgn isu... URL,1,0,0,1,0,0,0,0,1,0,1,0,49. Prabowo and his gang are unable to compete with USERS with issues... URL
Entot adek mas ah ah terus mas enjot memek adek',0,1,0,0,0,0,0,0,0,0,0,0,"Fuck my little sister, bro, ah ah, keep on fucking my little sister's pussy, bro."
seorang bajingan tidak pants untuk di prthankn',0,1,0,0,0,0,0,0,0,0,0,0,a bastard has no pants to be thanked'
RT USER: USER ada baiknya beliau diminta mundur saja pak USER jika memang mau berpolitik,1,0,1,0,0,0,0,0,1,1,0,0,"RT USER: USER, it would be better if he was asked to step down, Mr. USER, if he really wants to be involved in politics."
"USER pki, maksudnya pks ? #nanya'",0,0,0,0,0,0,0,0,0,0,0,0,"USER pki, what do you mean by pks? #ask'"
"Isu PKI muncul dlm semangat fitnah OborRakyat (pks) saat pemilihan presiden""14..tp yg gk habis pikir knp Pimred OR malh dijadikan direksi BUMN? Blunder",1,0,0,1,0,0,0,0,1,0,1,0,"The PKI issue emerged in the spirit of slandering OborRakyat (PKS) during the presidential election ""14.. but what is incomprehensible is why the Chief Editor OR was made a director of a BUMN? Blunder"
Hanya syetannn lah yg tidak suka mendengar suara adzan dan tidak suka melihat orang berhijab .. apa mungkin ibu itu syetan atau keturunan iblis ?\nInnalillah .. #mirisnya',0,1,0,0,0,0,0,0,0,0,0,0,Only Satan doesn't like to hear the call to prayer and doesn't like to see people wearing the hijab... is it possible that this woman is a Satan or a descendant of the devil?\nInnalillah... #sad'
Yang menyebabkan agama cacat adalah hawa nafsu. (HR. Asy-Syihaab)',0,0,0,0,0,0,0,0,0,0,0,0,What causes religion to be flawed is lust. (HR. Ash-Syihaab)'
Omongan Ahok TERBUKTI LAGI! Anies Sandi INGKAR JANJI Soal Reklamasi: URL melalui USER,1,0,0,1,0,0,0,0,1,0,1,0,Ahok's Words PROVEN AGAIN! Anies Sandi BREAKS PROMISE on Reclamation: URL via USER
"Anda hrs bersumpah demi Allah SWT benci kafir Pak Lukman, tak akan nyebut Islam damai slama Sunni Vs Syiah berseteru",1,0,0,1,1,0,0,0,0,0,1,0,"You must swear by Allah SWT that you hate infidels, Mr. Lukman, and will not call Islam peaceful as long as Sunni and Shia are at odds."
Dia tahu mampus aku \xf0\x9f\x98\xad',0,1,0,0,0,0,0,0,0,0,0,0,He knows I'm doomed \xf0\x9f\x98\xad'
USER aku terlalu sipit jadi nda kebaca itunya',0,0,0,0,0,0,0,0,0,0,0,0,USER I'm too narrow-eyed so I can't read that'
Saracen dan narkoba. Jakarta jadi apa kalo dipimpin anies URL,1,0,1,0,0,0,0,0,1,1,0,0,Saracen and drugs. What will Jakarta be like if led by Anies URL
Buah ketapang dimakan onta\nKapan abang nyatain cinta?',0,0,0,0,0,0,0,0,0,0,0,0,Ketapang fruit is eaten by camels\nWhen will you declare your love?'
USER USER Udh gak anti aseng lagi?',0,0,0,0,0,0,0,0,0,0,0,0,USER USER Are you no longer anti-foreigners?'
okezonenews Penggunaan Anggaran Negara Jokowi: Banyak yang Ukuran Kinerjanya Tidak Jelas URL URL,1,0,1,0,0,0,0,0,1,1,0,0,okezonenews Jokowi's Use of the State Budget: Many Performance Measures Are Unclear URL URL
"Mbah Soleh :"" 2018, IMF Pertahankan Perkiraan Pertumbuhan Ekonomi Global 3,9%: Washington: Dana Moneter Internasional atau Internationalā?¦",0,0,0,0,0,0,0,0,0,0,0,0,"Mbah Soleh: ""2018, IMF Maintains Global Economic Growth Forecast of 3.9%: Washington: International Monetary Fund or Internationalā?¦"
RT USER prabowo cemeeh usaha pemerintah masalah rohingya sementara dunia internasional memuji. Keliatan bhw ucapan prabowo pencitraan,1,0,1,0,0,0,0,0,1,1,0,0,RT USER Prabowo mocks the government's efforts on the Rohingya issue while the international world praises it. It seems that Prabowo's statement is just for image.
"USER USER USER cabe2an bisa nya hanya bbm.n facrbook.n!! Masalah politik mana tau doi, tau nya berita2 sampah pencitraan",1,1,1,0,0,0,0,0,1,1,0,0,"USER USER USER is a hothead who can only use BBM and Facebook!! Who knows about political issues, all he knows is trash news for image building"
"USER Can relate, dan satu lagi, bersyukur karena keluarga gue lengkap walupun is a lil bit messy sometimes, dan juga gue ga cacat fisik :)\nKarena banyak orang lain yang nasibnya ga sebagus gue'",0,0,0,0,0,0,0,0,0,0,0,0,"USER Can relate, and one more thing, I am grateful because my family is complete even though it is a lil bit messy sometimes, and also I am not physically disabled :)\nBecause there are many other people whose fate is not as good as mine'"
Ahok dipenjara karena mengutip kalimat dari kitab Fiksi. Tapi ANEHNYA para Pembela agama dan ahli surga serentak membela si Dungu USER yang mengatakan Kitab Suci itu Fiksi.,1,1,1,0,0,0,0,0,1,1,0,0,Ahok was jailed for quoting a sentence from a Fiction book. But STRANGELY the Defenders of religion and experts in heaven simultaneously defended the Stupid USER who said the Holy Book is Fiction.
USER Sok ganteng banget si bencong',1,1,1,0,0,0,0,1,0,1,0,0,USER The sissy is so handsome
USER Aku sipit dua duanya :( ga ketawa aja udah sipit',0,0,0,0,0,0,0,0,0,0,0,0,USER I have two squints :( I'm already squints even when I don't laugh'
RT USER Unch ena nya jadi bapak sby korupsi teruss,1,0,1,0,0,0,0,0,1,1,0,0,RT USER It's so nice to be Mr. SBY's constant corruption
"USER USER ngakunya dulu pernah burik juga,percaya ga tapi?'",0,0,0,0,0,0,0,0,0,0,0,0,"USER USER admits that he used to have spots too, do you believe it or not?'"
Kalau sudah begini sebaiknya jokowi mundur diri aja. Lempar handuk ngaku tak mampu memimpin negara. Kalau tidak mundur kasihan rakyat semua,1,0,1,0,0,0,0,0,1,1,0,0,"If it's like this, Jokowi should just resign. Throw in the towel and admit he's incapable of leading the country. If he doesn't resign, it's a shame for all the people."
"Pengakuannya Aman:\n-Haram hukumnya mengajak perempuan apalagi anak kecil ke medan jihad\n-Kami berlepas diri dr kejadian bom kemarin\n-yg kemarin itu menurut kami dilakukan oleh orang gila\n\nAman ini afiliasinya ISIS, pembom kmarin jg katanya ISIS tp k",0,0,0,0,0,0,0,0,0,0,0,0,"Aman's confession:\n-It is forbidden to invite women, especially small children, to the field of jihad\n-We disassociate ourselves from yesterday's bombing\n-We think that yesterday's bombing was carried out by a madman\n\nAman is affiliated with ISIS, yesterday's bomber was also said to be from ISIS but..."
"Tunggakan Listrik Viral, Fadli Zon Pertanyakan PLN Soal Keamanan Data",0,0,0,0,0,0,0,0,0,0,0,0,"Electricity Arrears Go Viral, Fadli Zon Questions PLN About Data Security"
USER mari diborong yang banyak buat fakir dan umat yg dimiskinkan pengetahuannyanoleh orangbyg mengaku ulama...; diborong diborong diborong; murah meriah,0,0,0,0,0,0,0,0,0,0,0,0,"USER let's buy a lot for the poor and the people whose knowledge is impoverished by people who claim to be scholars...; buy a lot, buy a lot, buy a lot; cheap and cheerful"
USER USER USER USER Emang kebanyakan bangsa cebong goblok saya setuju',1,1,0,1,0,0,0,0,1,0,1,0,"USER USER USER USER Indeed, most cebong people are stupid, I agree."
"USER ada. temen kerja. mirip kang daniel BRENGSEK\n\ntrus temen sekolah dulu, mirip jongin BRENGSEK (2)\n\nada lg temen deket gw, mirip seokjin BRENGSEK (3)\n\nintinya temen gw brengsek semua'",1,1,1,0,0,0,0,0,1,1,0,0,"USER exists. work friend. similar to Kang Daniel, FUCK\n\then a school friend, similar to Jongin, FUCK (2)\n\he's also my close friend, similar to Seokjin, FUCK (3)\n\the point is all my friends are jerks'"
USER yanan ada acara di cina',0,0,0,0,0,0,0,0,0,0,0,0,USER yanan there is an event in china'
"USER USER Gak Perduli ; Reply-ku nyambung apa enggak, ; yg penting ; #2019GantiPresiden; #2019GantiPresiden; #2019GantiPresiden; #2019GantiPresiden; #2019GantiPresiden; #2019GantiPresiden; #2019GantiPresiden; #2019GantiPresiden; #2019GantiP",1,0,1,0,0,0,0,0,1,1,0,0,"USER USER Doesn't Care; My Reply is connected or not,; what's important is; #2019ChangePresident; #2019ChangePresident; #2019ChangePresident; #2019ChangePresident; #2019ChangePresident; #2019ChangePresident; #2019ChangePresident; #2019ChangePresident; #2019ChangeP"
USER USER USER bejad',0,1,0,0,0,0,0,0,0,0,0,0,USER USER USER bedak'
Kontol sange lagi. Ngaceng lagi',0,1,0,0,0,0,0,0,0,0,0,0,Great dick again. Loud again'
benarkan beta menyepak anda. dasar yahudi \xf0\x9f\x98\x8d',1,1,1,0,1,0,0,0,0,1,0,0,let beta kick you. basic jews \xf0\x9f\x98\x8d'
Tekong sempang kerayong yg padu anak buah mys. Pandai edmet namapon gm kelas aku. Padu futcal. Jelas keproannya bila gbung ngan kelas aku time futcal. Rajin. Agama pon ada. Eheh jodoh sempurnalah. Kelas 3,0,0,0,0,0,0,0,0,0,0,0,0,"Tekong Sempang Kerayong which is a combination of Mys's men. Clever Edmet Namapon GM of my class. Mix futcal. It's clear if you join my class when it comes to futcal. Diligent. Religion also exists. Hey, what a perfect match. Class 3"
"info di kompasiana, prabowo keturunan Yahudi benar ga ya? URL URL",1,0,1,0,1,0,0,0,0,1,0,0,"info on kompasiana, is Prabowo of Jewish descent true? URL URL"
"\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4 \xe3\x85\xa4bagian profil.\n\nNama Lengkap : Elizabeth Bennett. \n\nMarga : Kang.\n\nNama Panggilan : Bebe, Liza, Eel.\n\nTempat, Tanggal Lahir : Jakarta, 1 Januari 1996.\n\nAgama : Kristen.'",0,0,0,0,0,0,0,0,0,0,0,0,"\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4\xe3\x85\xa4 \xe3\x85\xa4profile section.\n\nFull Name : Elizabeth Bennett. \n\nLast name : Kang.\n\nNickname : Bebe, Liza, Eel.\n\nPlace, Date of Birth : Jakarta, January 1 1996.\n\nReligion : Christian.'"
Trus doi ngajakin eue dong di dm. Tapi gw amatir anjir HAHAHA gangerti',0,1,0,0,0,0,0,0,0,0,0,0,"Then he asked me to DM him. But I'm an amateur, man, HAHAHA I don't understand'"
USER USER USER USER USER USER Kurang kerjaan amat lempar2 batu bang . Gw mah ga kaya temen2 Lo lempar2in bus pemain pake bom molotov \xf0\x9f\x98\x89',0,0,0,0,0,0,0,0,0,0,0,0,"USER USER USER USER USER USER You're so busy throwing stones, bro. I'm not like your friends who throw Molotov cocktails at the players' buses \xf0\x9f\x98\x89'"
USER Malu maluin anak medan kau ruhut!\n\n#quiz \n\nSiapa ya yang kalo berkoar suka bawa bawa ras dan menghinan pak JK ampe foto politikus brengsek ini bakar di makasar??',1,1,1,0,0,0,0,0,1,1,0,0,"USER You're embarrassing the Medan kids, Ruhut!\n\n#quiz\n\nWho is it that likes to bring up race and insult Mr. JK when he's ranting, to the point of burning a photo of this jerk politician in Makassar??'"
"RT USER: Joget dekat Raffi Ahmad, Ayu Ting Ting dibilang norak dan kampungan sama Nagita Slavina! Waduh, begini kronologinya: URL",0,1,0,0,0,0,0,0,0,0,0,0,"RT USER: Dancing near Raffi Ahmad, Ayu Ting Ting was called tacky and rustic by Nagita Slavina! Oh dear, here's the chronology: URL"
"Jalan-Jalan ke Kota Sumedang..,\nAda Kambing Makan Rumput..,\nAnak-anak pada Senang ..,\nMelihat banci Bergoyang Dangdut..'",0,0,0,0,0,0,0,0,0,0,0,0,"A Trip to Sumedang City..,\nThere are Goats Eating Grass..,\nThe Children are Happy..,\nSeeing Transvestites Dancing to Dangdut..'"
USER Kalah kan lu. Mampus',1,1,1,0,0,0,0,0,1,1,0,0,USER You're defeated. You're dead'
USER HUTANG diganti dg bhs yg halus GOTONG ROYONG. Bnr2 NALAR WARAS rakyat Indonesia sdng DIUJI di rezim ini...\n#LULUS naik KELAS',0,0,0,0,0,0,0,0,0,0,0,0,USER DEBT is replaced with the polite language GOTONG ROYONG. Truly the SANITY of the Indonesian people is being TESTED in this regime...\n#PASSED TO THE GRADE'
"USER iya maaf salah,maksudnya katolik parahyangan'",0,0,0,0,0,0,0,0,0,0,0,0,"USER yes sorry, wrong, I meant Parahyangan Catholic'"
"Gua juga benci sama orang bloon. Gua ngasih informasinya jelas banget ada hari, tanggal, waktu, tempat terus nanya lagi 'dimana tik acaranya? Jam berapa? Hari apa?' bgst!!! Tolol\xf0\x9f\x98\xa4""",0,1,0,0,0,0,0,0,0,0,0,0,"I also hate stupid people. I give them very clear information about the day, date, time, place and then ask again 'where is the ticket for the event? What time? What day?' So stupid!!! Stupid\xf0\x9f\x98\xa4"""
Dasar bolot URL,1,1,1,0,0,0,1,0,0,1,0,0,URL bot basics
"SELAMA PROSES #SidangAhok WASPADAI ULAMA2 KUBU AHOK..YAKNI ULAMA2 ""MUNAFIK"" YANG SESAT DAN MENYESATKAN..!!",1,1,0,1,0,0,0,0,1,0,1,0,"DURING THE #AhokTrial PROCESS, BE AWARE OF THE AHOK CAMP'S CLERGY... NAMELY THE ""HYPOCRITE"" CLERGY WHO ARE MISLEADING AND MISLEADING..!!"
"Aspirasi Ibu Lina dari Sumedang kepada Calon Gubernur Jabar: ""Berantas Pelakor yang sdh meresahkan kehidupan warga desa"". :)",0,0,0,0,0,0,0,0,0,0,0,0,"Aspiration of Mrs. Lina from Sumedang to the Candidate for Governor of West Java: ""Eradicate Pelakor who has disturbed the lives of the villagers."" :)"
"RT USER: Sblmnya, USER ngetwit soal SIM dan gmn cara bikinnya.\n\nBlkgn, gw liat bnyk gambar2 ini seliweran.\n\nAda yg SIMnya ""\xe2\x80\xa6'",0,0,0,0,0,0,0,0,0,0,0,0,"RT USER: Previously, USER tweeted about SIM and how to make it.\n\nLast time, I saw a lot of these pictures floating around.\n\nSomeone has a SIM ""\xe2\x80\xa6'"
RT USER: USER USER USER USER Dia mah bukan Ustadz tapi Bajingan',1,1,1,0,0,0,0,0,1,1,0,0,RT USER: USER USER USER USER He's not a Ustadz but a Bastard'
USER delapan cembilan cupu luh',1,1,1,0,0,0,0,0,1,1,0,0,USER eight nine cupu luh'
partai sinting indonesia URL,1,1,0,1,0,0,0,0,1,0,1,0,crazy party indonesia URL
"#2019GantiPresiden Mulai Main Kasar atas nama agama, ulama, ustaz dan uztazah Forum Ulama Umat Indonesia USER USER agar ditindaklanjuti",0,0,0,0,0,0,0,0,0,0,0,0,"#2019ChangePresident Starts to Play Hard in the Name of Religion, Ulama, Ustaz and Ustazah Indonesian Ulama Umat Forum USER USER to be followed up"
"USER Iye, dari dulu gw berharap ahok di penjara,; Tapi bukan dalam perkara almaidah, sih.",1,0,1,0,0,0,0,0,1,1,0,0,"USER Yes, I've always hoped that Ahok would be in prison, but not in the Almaidah case."
#nctea dulu kukira renjun member korea dan jungwoo member asing. Gimana tho:(',0,0,0,0,0,0,0,0,0,0,0,0,#nctea I used to think Renjun was a Korean member and Jungwoo was a foreign member. What do you think :('
"USER Menurutku sih most probably karena doktrin2 dari dulu yg katanya etnis Tionghoa begini lah begitu lah. Sehingga lgsg disamaratakan, tanpa mempertanyakan validitas cerita2 tsb pula.\n\nBiasanya ceritanya cuma dari 1 sudut pandang hhhh.'",0,0,0,0,0,0,0,0,0,0,0,0,"USER In my opinion, it's most probably because of the doctrines from the past that say that ethnic Chinese are like this and that. So it's immediately generalized, without questioning the validity of the stories.\n\nUsually the story is only from 1 point of view hhhh.'"
"USER Lah takut mati ternyata...\xf0\x9f\x98\x86\xf0\x9f\x98\x86\xf0\x9f\x98\x86\nKalian lihat ini para terroris,pemimpin kalian aja takut mati,tpi klian mau aja disuruh dia mati(bom bunuh diri),kan goblok...\nAl bangsatdi itu juga takut mati,d",1,1,0,1,0,0,0,0,1,0,1,0,"USER It turns out you're afraid of dying...\xf0\x9f\x98\x86\xf0\x9f\x98\x86\xf0\x9f\x98\x86\nYou see these terrorists, your leader is afraid of dying, but you're willing to be ordered to die (suicide bombing), you're stupid...\nThose bastards are also afraid of dying,"
Ditjen Bimas Islam Kementerian Agama RI; Health and Financial Management Training.; ; Bismillah....; ; #StrategicActionTeam; #Aksinesia; #IslamicWealthManagement; #FinancialPlanningSyariah ; #SyariahWealthCoach ā?? at HIS Grand Savero,0,0,0,0,0,0,0,0,0,0,0,0,"Directorate General of Islamic Community Guidance, Ministry of Religious Affairs of the Republic of Indonesia; Health and Financial Management Training.; ; Bismillah....; ; #StrategicActionTeam; #Aksinesia; #IslamicWealthManagement; #FinancialPlanningSyariah ; #SyariahWealthCoach ā?? at HIS Grand Savero"
"Bbm Naik, Listrik Naik, Telur Naik. \nMasih Juga Percaya dengan Ini Rezim Koplak...?'",1,1,1,0,0,0,0,0,1,1,0,0,"Fuel Prices Up, Electricity Prices Up, Egg Prices Up. Do You Still Believe in This Crazy Regime...?'"
"USER USER USER USER Memang para cebong klo ngomong sperti itu. Jauh dr ilmu dan wawasan krn memang rata\xc2\xb2 org bodoh yg mudah untuk dibodoh\xc2\xb2i. Jadi cuma caci maki, ngomong ngelidur tanpa ilmu.'",1,1,0,1,0,0,0,0,1,0,1,0,"USER USER USER USER Indeed, the cebongs talk like that. Far from knowledge and insight because on average\xc2\xb2 they are stupid people who are easy to fool\xc2\xb2i. So it's just cursing, talking nonsense without knowledge.'"
29. Ahok sudah terbukti menggunakan jabatan dan kekuasaannya selaku Gubernur Jakarta utk kepentingan sebesar-besarnya para taipan RI dan China,1,0,1,0,0,0,0,0,1,1,0,0,29. Ahok has been proven to have used his position and power as Governor of Jakarta for the greatest interests of Indonesian and Chinese tycoons.
USER USER USER USER USER USER USER Terbantahkan mata lo. Dongo banget lo tong. Ngomong ngasal mulu. Tolol',1,1,1,0,0,0,0,0,1,1,0,0,"USER USER USER USER USER USER USER Your eyes are refuted. You're so stupid, man. You always talk nonsense. Stupid'"
USER Selera musikmu modern? \nPlaylist lebih banyak lagu terkini?\nTapi takut dibilang anak indie idiot sama netizen?\n\nNgapain insecure? \n\nMusik jadul emang sampah\n\nMending dibilang anak indie idiot\n\nDaripada jadi anak jadul tapi idiot',0,1,0,0,0,0,0,0,0,0,0,0,USER Your taste in music is modern? \nPlaylists are full of current songs?\nBut are you afraid of being called an idiot indie kid by netizens?\n\nWhy be insecure? \n\nOld school music is indeed trash\n\nBetter to be called an idiot indie kid\n\nRather than being an old school kid but an idiot'
"Jadikan islam no1, tolak pembaziran dan salahguna kuasa.. Sila tutup periuk sendiri..",0,0,0,0,0,0,0,0,0,0,0,0,"Make Islam number 1, reject waste and abuse of power.. Please close the pot yourself.."
USER USER USER USER USER USER Umatnya anies sandi tuh mkne otaknya dobol..,1,1,0,1,0,0,0,0,1,0,1,0,USER USER USER USER USER USER Anies Sandi's people mean their brains are double-cracked.
"Yang paling malesin setelah jatoh dari motor itu bukan ngebenerin motornya, tapi punya koreng di lutut yang which is literally pas udah kering bakal susah jalan karena korengnya ketarik-tarik sama kulit.'",0,0,0,0,0,0,0,0,0,0,0,0,"The most annoying thing after falling off a motorbike is not having to fix the motorbike, but having scabs on your knees which literally make it hard to walk when they dry up because the scabs are pulled by your skin.'"
USER USER USER sudah SP3 kok dibilang salah.. cebong kayak elu gak ngerti SP3 ya..? goblok kok gak ada akhirnya..',1,1,1,0,0,0,0,0,1,1,0,0,USER USER USER already SP3 but why are you saying it's wrong.. a cebong like you doesn't understand SP3 huh..? Stupid why there's no end..'
USER lalu berhembus TKA asing akan menguasai driver ojol ... \xf0\x9f\x98\x82',0,0,0,0,0,0,0,0,0,0,0,0,USER then blew foreign TKA will control ojol drivers ... \xf0\x9f\x98\x82'
"USER Aiish.. Mas USER , msh mending dianggap kumunis kan bukan komunis apalagi berkumis.. Hehehe.'",0,0,0,0,0,0,0,0,0,0,0,0,"USER Aiish.. Mr. USER, it's better to be considered a communist, not a communist, especially one with a moustache.. Hehehe.'"
RT USER Bubarkan aja lah pansus bersama dpr nya rakyat rugi bayar pajak utk gaji mrka g ada kerja nya jg sibuk sma kpntngn mrka sndri..,1,0,0,1,0,0,0,0,1,0,0,1,"RT USER Just disband the special committee together with the DPR, the people lose out by paying taxes for their salaries, they have no work to do and are busy with their own interests."
"USER Pak USER Muhammad naik buraq dari Mekah ke Yerusalem, pasti dongeng, naik apa Ibrahim ke Mekah?",1,0,0,1,1,0,0,0,0,0,1,0,"USER Mr. USER Muhammad rode a buraq from Mecca to Jerusalem, it must be a fairy tale, what did Ibrahim ride to Mecca?"
Jokowi Ajak Ulama Jawa Barat Luruskan #Hoax di Tahun Politik,0,0,0,0,0,0,0,0,0,0,0,0,Jokowi Invites West Java Clerics to Straighten Out #Hoax in Political Year
"USER Kasian fitriani nasib mu sm dg pendahulu hanya menuh2in pelatnas shrs nya pelatih yg di buang nih,tp syg PBSI ga ad nyali buat pecat pelatih liat cina langsng di pecat zhang ning'",0,0,0,0,0,0,0,0,0,0,0,0,"USER Poor Fitriani, your fate is the same as your predecessor, only filling the national training center, so the coach who was thrown out, but unfortunately PBSI doesn't have the guts to fire the coach, seeing China, they immediately fired Zhang Ning'"
RT USER: Part2. Bo\xe2\x80\x99ol Bottom bertato y msih sempit.. Kontol gw smpe kena taik Lagi \xf0\x9f\x91\x8d\xf0\x9f\x8f\xbc mantappppppppp URL,0,1,0,0,0,0,0,0,0,0,0,0,RT USER: Part 2. Bo\xe2\x80\x99ol Bottom is tattooed and still narrow.. My dick just got up again \xf0\x9f\x91\x8d\xf0\x9f\x8f\xbc greatpppppppp URL
USER USER USER antek komunis teriak komunis,1,0,1,0,0,1,0,0,0,1,0,0,USER USER USER communist lackey shouts communist
Gak usah banyak protes.Apa Anies konsisten dengan janji kampanye.Klu janji tdk terealisasi harusnya di batalkan jadi Gubernur,1,0,1,0,0,0,0,0,1,1,0,0,"No need to protest too much. Is Anies consistent with his campaign promises? If the promises are not realized, his term as Governor should be cancelled?"
"sibabi china sangat biadab memperlakukan kaum PRIBUMI, dan para jongon2 spt banser & nu nusantara mendukung ketimpangan ini, biadabnya mrk!",1,1,0,1,0,1,0,0,0,0,1,0,"Chinese people are very barbaric in treating indigenous people, and the jongons like Banser & Nu Nusantara support this inequality, they are barbaric!"
"Lah ngapa ? Lemes betul tuh congor maz ,sini pake rok'",1,1,1,0,0,0,0,0,1,1,0,0,"What's wrong? That dude is really weak, bro, come here and wear a skirt."
Bacot ni pecun URL,1,1,1,0,0,0,0,0,1,1,0,0,This URL is a slur
"kebohongan itu seperti bangkai, yg lama kelamaan pasti akan tercium juga bau busuknya - USER .'",0,0,0,0,0,0,0,0,0,0,0,0,"A lie is like a corpse, over time its stench will be smelled - USER.'"
"USER Sikahkan gabung dan koalisi Zon USER Hak usah banyak koar2 jualan ""congor turah"", gue mah kagak peduli!!!'",1,1,1,0,0,0,0,0,1,1,0,0,"USER Please join and join the USER Zon coalition. You don't need to talk a lot about selling ""congor turah"", I don't care!!!'"
USER Dia sbnernya punya 2 akun pir. Di akun satunya it cerita pendek tapi jelas dan brengsek. Kmren pas aku baca maaih ada 7 crita dan aku baca smuanya skaligus. Tpi skrng udah d unpub smua',0,1,0,0,0,0,0,0,0,0,0,0,"USER He actually has 2 pir accounts. On the other account, it's a short but clear and jerk story. Yesterday when I read it, there were still 7 stories and I read them all at once. But now they've all been unpublished'"
"Sidak ke RSUP Ahmad Tabib, Gubernur Terkejut Melihat Sistim Antrian Pendaftaran Pasien via URL",0,0,0,0,0,0,0,0,0,0,0,0,"Surprise Inspection at Ahmad Tabib General Hospital, Governor Surprised to See Patient Registration Queue System via URL"
Gua berasa jadi orang bejad ya',0,0,0,0,0,0,0,0,0,0,0,0,I feel like I'm an idiot
RT USER: USER Jadi inget dulu rela telponan ber-jam-jam sampe kehabisan topik tapi tetep telponan supaya dia bisa denger w\xe2\x80\xa6',0,0,0,0,0,0,0,0,0,0,0,0,RT USER: USER So I remember being willing to talk on the phone for hours until I ran out of topics but still talking so he could hear me w\xe2\x80\xa6'
USER Pamor RK jadi seakan tak ada artinya jika parpol pengusungnya pendukung penista agama...,1,0,0,1,0,0,0,0,1,0,1,0,USER RK's reputation seems to be meaningless if the political party supporting him supports religious blasphemers...
"Ayo Bu keliling Pesantren, saya siap ngantar",0,0,0,0,0,0,0,0,0,0,0,0,"Come on, Ma'am, let's go around the Islamic boarding school, I'm ready to take you there."
USER Yg import bawang dr aseng gak dibikinin Oom?',0,0,0,0,0,0,0,0,0,0,0,0,"USER If you import onions from Aseng, don't you do it, Uncle?'"
"Gaib ya tiba tiba ada tlp ke kantor dari cewe orang cina terus logat bahasa inggrisnya aneh dan penerima tlp pun berteriak ""ieu kumaha""'",0,0,0,0,0,0,0,0,0,0,0,0,"Suddenly, there was a call to the office from a Chinese woman, her English accent was strange and the person who received the call shouted, ""Ieu kumaha""'"
USER USER USER USER USER USER USER USER USER USER USER USER Njul nek gonku koyo ngono jenenge cocot borot njul',0,1,0,0,0,0,0,0,0,0,0,0,"USER USER USER USER USER USER USER USER USER USER USER USER USER I'm going to do something like that, you know, it's really good for me."
RT USER: Hanya antek cina yg tdk percaya komunis sprt orang ini musuh dan pembantai muslim URL,1,0,1,0,1,1,0,0,0,1,0,0,"RT USER: Only Chinese lackeys don't believe in communists like this person, they are enemies and slaughterers of Muslims URL"
"untuk menjadi orang hebat, terserah dalam hal apapun itu karir, ngewe, pertemanan, atau apapun. kuncinya adalah mau membuka telinga dan menjadi pendengar yg baik tentang keluh kesah mereka'",0,0,0,0,0,0,0,0,0,0,0,0,"to be a great person, whatever it is, career, sex, friendship, or whatever. the key is to be willing to open your ears and be a good listener to their complaints'"
USER USER Yang mau ganti itu antek asing.',0,0,0,0,0,0,0,0,0,0,0,0,USER USER The one who wants to replace it is a foreign lackey.'
"OTW jekardah, wusssstt..turunkan Jokowi!!+",1,0,1,0,0,0,0,0,1,0,0,1,"OTW from Jakarta, wusssstt..bring down Jokowi!!"
"Rezim dablek... Ngutang udah banyak, mau pake dana haji pula..... lengserkan jokowi",1,1,1,0,0,0,0,0,1,0,0,1,"Stupid regime... Already in debt, wants to use hajj funds too.... overthrow Jokowi"
USER USER USER USER daripada ngutang buat nyuapin kamu terus bikin candi mangkrak mending jamban masih berguna dan digunakan',0,0,0,0,0,0,0,0,0,0,0,0,"USER USER USER USER instead of going into debt to feed you and continuing to make the temple run down, it's better if the latrine is still useful and in use'"
#MataNajwaDebatJakarta kalau untuk urusan bacot memang anis nya juaranya..memang kita bakal makan bacot di jakarta..haha..paslon yg aneh gede bacot doang.,1,1,1,0,0,0,0,0,1,1,0,0,"#MataNajwaDebatJakarta when it comes to talking nonsense, anis is the champion..we will indeed eat trash in Jakarta..haha..the strange candidate pair only talks nonsense."
"USER Kalo di SMA dulu, kerjaan pas piket harus nyiapin perangkat kelas kek taplak meja, spidol, buku kemajuan kelas dll. Nah ini nih gaboleh ditinggal di kelas pas pulang, harus dibalikin ke loker di ruang piket, trs diambil lagi besok paginya.\n",0,0,0,0,0,0,0,0,0,0,0,0,"USER When I was in high school, my job during duty was to prepare class equipment such as tablecloths, markers, class progress books, etc. Well, you can't leave these in the classroom when you go home, you have to return them to the locker in the duty room, then pick them up again the next morning.\n"
"USER uda ga bisa dung, yg nyinyir uda d cuci smua sm ahok, jd g da lg yg treak kapir \xf0\x9f\x98\x81\xf0\x9f\x98\x82'",1,1,1,0,0,0,0,0,1,1,0,0,"USERS can't do it anymore, those who are cynical have all been cleaned up by Ahok, so there are no more infidels \xf0\x9f\x98\x81\xf0\x9f\x98\x82'"
